text	type
拍拍贷这种烂平台，大家都来曝光它，叫它骗人，坑人，害人。	1
傻了吧楼主，去马云爸爸的借呗借钱啊，等额本息情况下利率才3%-4%，我一口气借了3W，分一年还清，总共才800多的利息，每个月才还2500块左右，拿这笔钱来P2P倒腾下，一年又可以多赚点收益。珍惜生命，远离某拍贷	
"深圳 妈妈钱包 8-15号 推出活动  这是活动链接【妈妈资本】邀请好友投资立得30元，上不封顶！点击→****/RfutAVl
 本人因为许多朋友都是投P2P的, 就介绍给朋友们了, 因为我感觉这平台还不错, 推广力度比较大!
 
 没想到的是, 这个平台竟然耍赖,  客服电话24小时打不通, QQ客服从来没回复过! 
 
 今天下午偶然打通, 客服语气态度很差, 就跟欠她钱不还一样!  OK 我是你平台的投资者 推广者 没有功劳也有苦劳了!
 
 再怎么说 也给你们平台创造了交易额 注册数据 人气等等!!! 这些就不说了..... 我就问客服 邀请奖励为什么还没到
 
 客服说不知道,  我说什么时候发, 她说现在正在严查羊毛党等等之类,  我就不详细说了  套路大家估计都明白!!!  不发呗!!!
 
 从这个问题就可以看出 一个平台的运营团队和客服服务态度,   活动规则是你们 策划的, 你们怕羊毛党 那就不要策划这种活动
 
 策划了就要接受某些现实性问题!  每个平台都跟妈妈钱包一样!  谁还敢推广?  几乎所有的P2P平台 都有推广活动
 
 本人做了无数个活动,  这是第一次被平台耍赖!!  我推广了277个人  8310块钱的奖励  一分没发! 
 
 今天很多人都在反应这个问题,很多人都在说被耍赖 我只是其中一人!  
 
 发此帖  警告各位!  远离一些没有诚信的平台!!!"	
妈妈钱包确实很垃圾，QQ永远联系不上，只能打电话。更奇葩的是，每天我打电话过去都说明天或者过两天发奖励。奖励不想给就算了，为什么一次次的玩弄投资者呢。	1
"楼主还是太年轻了啊
 一推就推几百个
 应该先推1,2个，试探下平台
 
 妈妈资本这垃圾平台
 没记错的话
 几年钱注册的时候送了地点体验金
 结果，逗你玩。。。
 现在还没跑
 也算是P2P里的一个奇迹了。。。。。。。。"	
确实，垃圾平台，已经给的奖励还收回去了。你搞活动搞不起提前结束就行了，有必要这么恶心？什么叫羊毛党，投几百块你看不起，投几万你才看得上？能投几万的，也看不上你这十几二十块吧，再说了，就冲你那卡的要死的APP，永远打不通打客服，给你投一百我都嫌多。本人投了五百，其中三百一月标，已经做好雷的准备，还好不多。垃圾平台，劝大家永远不要投！	1
这种垃圾平台，是网贷界的败类。。。。	1
还要奖励？现在本金提现已经不给了	1
该平台为高危平台 慎撸！	1
已雷，3天提现未处理	1
现在下结论为时尚早，关键看下周表现	0
"我的提现已经到帐
 
 你楼主我只能说你是个黑子"	0
请版主删帖	
请版主删帖	
"深圳 妈妈钱包 8-15号 推出活动  这是活动链接【妈妈资本】邀请好友投资立得30元，上不封顶！点击→****/RfutAVl
 本人因为许多朋友都是投P2P的, 就介绍给朋友们了, 因为我感觉这平台还不错, 推广力度比较大!
 
 没想到的是, 这个平台竟然耍赖,  客服电话24小时打不通, QQ客服从来没回复过! 
 
 今天下午偶然打通, 客服语气态度很差, 就跟欠她钱不还一样!  OK 我是你平台的投资者 推广者 没有功劳也有苦劳了!
 
 再怎么说 也给你们平台创造了交易额 注册数据 人气等等!!! 这些就不说了..... 我就问客服 邀请奖励为什么还没到
 
 客服说不知道,  我说什么时候发, 她说现在正在严查羊毛党等等之类,  我就不详细说了  套路大家估计都明白!!!  不发呗!!!
 
 从这个问题就可以看出 一个平台的运营团队和客服服务态度,   活动规则是你们 策划的, 你们怕羊毛党 那就不要策划这种活动
 
 策划了就要接受某些现实性问题!  每个平台都跟妈妈钱包一样!  谁还敢推广?  几乎所有的P2P平台 都有推广活动
 
 本人做了无数个活动,  这是第一次被平台耍赖!!  我推广了277个人  8310块钱的奖励  一分没发! 
 
 今天很多人都在反应这个问题,很多人都在说被耍赖 我只是其中一人!  
 
 发此帖  警告各位!  远离一些没有诚信的平台!!!"	
没有诚信的平台，早晚都会淘汰掉的	1
而且15号继续推出新活动，把账户全冻结了，客服联系不上，只能去现场了。。。	1
前几天看到有人在做这样的推广，还想着去注册返利呢，幸好没去	0
现在耍流氓的平台越来越多，反正不要脸了，你能咋滴的	0
已经有很多帖子说这个平台的问题了，慎投.......	1
妈妈钱包确实很垃圾，QQ永远联系不上，只能打电话。更奇葩的是，每天我打电话过去都说明天或者过两天发奖励。奖励不想给就算了，为什么一次次的玩弄投资者呢。	1
确实，垃圾平台，已经给的奖励还收回去了。你搞活动搞不起提前结束就行了，有必要这么恶心？什么叫羊毛党，投几百块你看不起，投几万你才看得上？能投几万的，也看不上你这十几二十块吧，再说了，就冲你那卡的要死的APP，永远打不通打客服，给你投一百我都嫌多。本来投了五百，其中三百一月标，已经做好雷的准备，还好不多。垃圾平台，劝大家永远不要投！	1
坚决抵制妈妈资本吗，还好我没有在那投，	0
垃圾中的战斗机几千块喂狗了，慎重	1
狗币东西，玩不起，还尼玛有理了	1
确实很垃圾的 以前就有前科啊 而且长标我转了 半个月了转不出去	1
帮大牛顶一下	
该平台为高危平台，慎投！	1
钱进去想出来难，投这个，谁投谁倒霉，客服吊的要死，吃炸药了，像是她开的平台一样。垃圾平台。	1
这个平台就毁在这个客服手里	1
	
垃圾妈妈钱包，奖励收回去了，再给你爹还回来干嘛，要脸不？还想套你爹的钱？告诉你，看清了你的嘴脸，爹一分都不会再投！！！！	1
本人提现已经到帐。真心看不惯你们这些无事生非的人	0
"现在推广奖励 已经全部发放了!  之前可能是活动太火爆了! 平台技术方面出现了一些问题!!!
 虚惊一场!!!!"	0
券妈妈雷妈妈	
该平台已经好久不发标了，电话也没人接，还有逾期标。。。公告啥都没刷，懂的人说下，这个平台咋样麻啦？	0
呵呵，早发现，早做对测	0
这个平台的逾期标的都联系了投资了逾期标的的投资人做债权转让处理，现逾期的债权都在融政金融合作的第三方手上，不存在你说的雷了若你是真实投资人，投资了逾期标的，平台一定已致电联系做债权转让了，请不要无风起浪。	0
"壹拍贷的公司简介中写庆科资产管理（上海）有限公司是他们的母公司，然而现在人来打脸了：下面是壹拍贷的平台资料
 

1.png (70.52 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 16:44 上传

 

2.png (380.36 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 16:46 上传

 
 
 下面是来打脸的：

3.png (198.91 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 16:52 上传

 
 

4.png (146.97 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 16:54 上传

 
 
 就连他们的固定电话都是假的，021-55366577为上海电信易总机服务，为虚拟号码：

5.png (138.21 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 16:59 上传

 
 
 
 下面的公司信息就是办理021-55366577这个号码的单位：

6.png (90.83 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 17:01 上传

 
 
 还有，在壹拍贷投资，充值时的第三方为环迅支付，然而，充值的资金会进入一个名为：深圳市辉迩照明科技有限公司的账户；下面是这家公司的信息；

7.png (97.25 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-22 17:03 上传"	
投资人的眼睛都得擦亮了	0
群众们的眼睛都是雪亮的，不要在被雷了	0
绝对的骗子	1
这网站头几天还看了下，没想到竟然是骗子，还好有你啊！	0
"亲爱的药业贷用户
     2016年12月14日客户反馈＊＊＊＊网站“亿元宝通“为失联跑路状态，公司立即与＊＊＊＊进行沟通核实，此信息属误录、不实，特澄清如下：
    一、亿元宝通注册后，从未运营，也未上线融资开展业务。
经北京药业贷网咨询有限公司与＊＊＊＊联系核实，＊＊＊＊回复，因收录信息时，无法与亿元宝通公司取得联系，默认为失联跑路，造成信息录入错误。公司已向＊＊＊＊提交修改申请。
二、亿元宝通与药业贷的关系说明
亿元宝通财务咨询有限公司2014年3月7日，法人：潘永福，股东：段小东、潘永福。该平台注册后，从未对外进行融资，也未正式上线，是一家只有注册，实未运营的公司。更无任何债权、债务纠纷。
     “亿元宝通”与“药业贷”公司主体无关联，两家公司法人确属同一人，法人及创始人潘永福曾就职于贵州百灵药业、华润医药等近20年医药上市公司行业从业背景，后注册北京药业贷网财务咨询有限公司（药业贷平台），打造国内首家医药行业金融平台，成立时间2014年8月7日，法人：潘永福，股东：潘永福、吴鸣霄等。
三、药业贷平台运营情况说明
药业贷是北京维纳科技旗下的互联网金融平台，由北京医药贷网财务咨询有限公司独立运营管理，药业贷（www.yaoyedai.com）网站上线时间为2015年1月，注册用户3万余人，总交易规模2.3亿，已为用户创造430万收益，400个标的无逾期，运营良好，2015年12月获GM国鸣投资吴鸣霄，2016年4月国资背景亚太经信（天津）实业有限公司与药业贷签订了战略投资协议，GM国鸣投资吴鸣霄先生因其在二级资本市场上拥有长盛不衰的投资经历，被中国股民誉为“ST大亨”、“资本大鳄”、“中国巴菲特”和“中国索罗斯”。目前也是乐视网、慧球科技、*ST沪科、四川长虹的大股东。
四、药业贷已委托北京中济律师事务所追溯网站及用户诽谤侵权
    是因为有网友反映亿元宝失联，由于亿元宝处于停业状态，无法取得联系；有网友在＊＊＊＊等网站发布关于药业贷不实信息，恶意诽谤，药业贷已委托北京中济律师事务所递交律师函，要求相关网站立即删除不实信息，追溯发帖用户违法行为，如有造成平台及公司损失，追溯赔偿及刑事责任。
    五、公司地址与公司信誉并无直接关联，药业贷欢迎用户随时约访，实地考察
     药业贷为互金网贷行业内坚定的政策追随者，主动拥抱监管，始终坚持合规合法操作、规范化发展，在为企业自身迎来了的同时，也为行业注入了正能量。自上线以来，药业贷平台就力求公开性和透明度，及时披露平和平台相关的各类消息，更欢迎药业贷用户随时约访，实地考察。、
六、＊＊＊＊已将之前不实信息修改
＊＊＊＊将之前亿元宝跑路改为亿元宝停业！


   特发此公告
                                      北京药业贷网财务咨询有限公司
                                                     2016.12.14日"	
